TreeDepth,Offset,RecordType,RecordNumber,LinkCount,MFTType,Permissions,AttributeType,Created,Modified,Updated,Accessed,Filename
0,0x81e1e050,FILE,1144,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 02:37:06.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:06.000000 ,N/A
1,0x81e1e0b0,FILE,1144,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,zh-HK
0,0x81e1e450,FILE,1145,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 02:37:06.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:06.000000 ,N/A
1,0x81e1e4b0,FILE,1145,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,zh-TW
0,0x81e1e850,FILE,1146,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 04:52:30.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:30.000000 ,N/A
1,0x81e1e8b0,FILE,1146,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Branding
0,0x81e1ec50,FILE,1147,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2010-11-21 00:46:41.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:46:49.000000 ,N/A
1,0x81e1ecb0,FILE,1147,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Basebrd
0,0x81e1f050,FILE,1148,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:49.000000 ,2010-11-21 00:46:41.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:46:53.000000 ,N/A
1,0x81e1f0b0,FILE,1148,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-US
0,0x81e1f450,FILE,1149,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2010-11-21 00:46:41.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:46:53.000000 ,N/A
1,0x81e1f4b0,FILE,1149,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,ShellBrd
0,0x81e1f850,FILE,1150,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 04:52:31.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:31.000000 ,N/A
1,0x81e1f8b0,FILE,1150,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Cursors
0,0x81e1fc50,FILE,1151,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:34:21.000000 ,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,N/A
1,0x81e1fcb0,FILE,1151,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,debug
0,0x81e2a050,FILE,1192,2,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:49.000000 ,2010-11-21 00:38:49.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:49.000000 ,N/A
1,0x81e2a0b0,FILE,1192,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,DIGITA~1
1,0x81e2a120,FILE,1192,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,DigitalLocker
0,0x81e2a450,FILE,1193,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:49.000000 ,2010-11-21 00:38:49.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:54.000000 ,N/A
1,0x81e2a4b0,FILE,1193,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-US
0,0x81e2a850,FILE,1194,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2009-07-14 04:52:31.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:31.000000 ,N/A
1,0x81e2a8b0,FILE,1194,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,DOWNLO~1
1,0x81e2a920,FILE,1194,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Downloaded Program Files
0,0x81e2ac50,FILE,1195,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:49.000000 ,2010-11-21 00:38:49.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:54.000000 ,N/A
1,0x81e2acb0,FILE,1195,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-US
0,0x81e2b050,FILE,1196,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2010-11-20 21:32:47.000000 ,2023-04-25 01:34:30.000000 ,2010-11-20 21:32:47.000000 ,N/A
1,0x81e2b0b0,FILE,1196,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Fonts
0,0x81e2b450,FILE,1197,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2010-11-21 00:49:36.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:49:36.000000 ,N/A
1,0x81e2b4b0,FILE,1197,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,GLOBAL~1
1,0x81e2b520,FILE,1197,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Globalization
0,0x81e2b850,FILE,1198,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 02:37:06.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:06.000000 ,N/A
1,0x81e2b8b0,FILE,1198,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,ELS
0,0x81e2bc50,FILE,1199,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 02:37:06.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:06.000000 ,N/A
1,0x81e2bcb0,FILE,1199,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,TRANSL~1
1,0x81e2bd20,FILE,1199,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Transliteration
0,0x81e31050,FILE,1220,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:50:37.000000 ,2010-11-21 00:50:37.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:50:37.000000 ,N/A
1,0x81e310b0,FILE,1220,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,RSSFeed
0,0x81e31450,FILE,1221,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:50:37.000000 ,2010-11-21 00:50:37.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:50:37.000000 ,N/A
1,0x81e314b0,FILE,1221,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Theme
0,0x81e31850,FILE,1222,2,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:50:37.000000 ,2010-11-21 00:50:37.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:50:37.000000 ,N/A
1,0x81e318b0,FILE,1222,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,WALLPA~1
1,0x81e31920,FILE,1222,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Wallpaper
0,0x81e31c50,FILE,1223,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 02:37:06.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:06.000000 ,N/A
1,0x81e31cb0,FILE,1223,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Sorting
0,0x81e34050,FILE,1232,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:48.000000 ,2010-11-21 00:46:39.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:46:53.000000 ,N/A
1,0x81e340b0,FILE,1232,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-US
0,0x81e34450,FILE,1233,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2010-11-21 00:38:49.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:49.000000 ,N/A
1,0x81e344b0,FILE,1233,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,IME
0,0x81e34850,FILE,1234,1,DirInUse,N/A,STANDARD_INFORMATION,2010-11-21 00:38:49.000000 ,2010-11-21 00:38:49.000000 ,2023-04-25 01:34:30.000000 ,2010-11-21 00:38:54.000000 ,N/A
1,0x81e348b0,FILE,1234,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,en-US
0,0x81e34c50,FILE,1235,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 02:37:06.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:06.000000 ,N/A
1,0x81e34cb0,FILE,1235,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,IMEJP10
0,0x81e37050,FILE,1244,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 02:37:06.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:06.000000 ,N/A
1,0x81e370b0,FILE,1244,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,IMETC10
0,0x81e37450,FILE,1245,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 02:37:07.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:07.000000 ,N/A
1,0x81e374b0,FILE,1245,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,DICTS
0,0x81e37850,FILE,1246,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2009-07-14 02:37:07.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:07.000000 ,N/A
1,0x81e378b0,FILE,1246,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,HELP
0,0x81e37c50,FILE,1247,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:06.000000 ,2023-04-24 14:57:08.000000 ,2023-04-24 14:57:08.000000 ,2023-04-24 14:57:08.000000 ,N/A
1,0x81e37cb0,FILE,1247,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,inf
0,0x81ec2050,FILE,264,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2009-07-14 02:37:05.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:05.000000 ,N/A
1,0x81ec20b0,FILE,264,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Network
0,0x81ec2450,FILE,265,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2009-07-14 02:04:14.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:05.000000 ,N/A
1,0x81ec24b0,FILE,265,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,CONNEC~1
1,0x81ec2520,FILE,265,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Connections
0,0x81ec2850,FILE,266,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2009-07-14 04:55:51.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:55:51.000000 ,N/A
1,0x81ec28b0,FILE,266,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,DOWNLO~1
1,0x81ec2920,FILE,266,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Downloader
0,0x81ec2c50,FILE,267,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2009-07-14 02:37:05.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:05.000000 ,N/A
1,0x81ec2cb0,FILE,267,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,RAC
0,0x81ec3050,FILE,268,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2009-07-14 02:05:19.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:05.000000 ,N/A
1,0x81ec30b0,FILE,268,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Outbound
0,0x81ec3450,FILE,269,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2023-04-24 14:44:39.000000 ,2023-04-24 14:44:39.000000 ,2023-04-24 14:44:39.000000 ,N/A
1,0x81ec34b0,FILE,269,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,PUBLIS~1
1,0x81ec3520,FILE,269,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,PublishedData
0,0x81ec3850,FILE,270,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2023-04-24 14:44:40.000000 ,2023-04-24 14:44:40.000000 ,2023-04-24 14:44:40.000000 ,N/A
1,0x81ec38b0,FILE,270,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,STATED~1
1,0x81ec3920,FILE,270,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,StateData
0,0x81ec3c50,FILE,271,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2023-04-24 14:46:39.000000 ,2023-04-24 14:46:39.000000 ,2023-04-24 14:46:39.000000 ,N/A
1,0x81ec3cb0,FILE,271,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Temp
0,0x81ec4050,FILE,272,1,DirInUse,N/A,STANDARD_INFORMATION,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,N/A
1,0x81ec40b0,FILE,272,1,DirInUse,0x0,FILE_NAME,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,Search
0,0x81ec4450,FILE,273,1,DirInUse,N/A,STANDARD_INFORMATION,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:32.000000 ,2023-04-24 14:38:32.000000 ,2023-04-24 14:38:32.000000 ,N/A
1,0x81ec44b0,FILE,273,1,DirInUse,0x0,FILE_NAME,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,Data
0,0x81ec4850,FILE,274,1,DirInUse,N/A,STANDARD_INFORMATION,2023-04-24 14:38:31.000000 ,2023-04-24 14:41:45.000000 ,2023-04-24 14:41:45.000000 ,2023-04-24 14:41:45.000000 ,N/A
1,0x81ec48b0,FILE,274,1,DirInUse,0x0,FILE_NAME,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,2023-04-24 14:38:31.000000 ,Temp
0,0x81ec4c50,FILE,275,2,File,N/A,STANDARD_INFORMATION,2023-04-24 14:41:34.000000 ,2023-04-24 14:41:40.000000 ,2023-04-24 14:41:40.000000 ,2023-04-24 14:41:34.000000 ,N/A
1,0x81ec4cb0,FILE,275,2,File,Archive,FILE_NAME,2023-04-24 14:41:34.000000 ,2023-04-24 14:41:34.000000 ,2023-04-24 14:41:34.000000 ,2023-04-24 14:41:34.000000 ,ETWRTU~1.ETL
1,0x81ec4d28,FILE,275,2,File,Archive,FILE_NAME,2023-04-24 14:41:34.000000 ,2023-04-24 14:41:34.000000 ,2023-04-24 14:41:34.000000 ,2023-04-24 14:41:34.000000 ,EtwRTUBPM.etl
0,0x81ec5050,FILE,276,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2023-04-24 14:38:37.000000 ,2023-04-24 14:38:37.000000 ,2023-04-24 14:38:37.000000 ,N/A
1,0x81ec50b0,FILE,276,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,USERAC~1
1,0x81ec5120,FILE,276,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,User Account Pictures
0,0x81ec5450,FILE,277,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2009-07-14 04:52:31.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:31.000000 ,N/A
1,0x81ec54b0,FILE,277,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,DEFAUL~1
1,0x81ec5520,FILE,277,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Default Pictures
0,0x81ec5850,FILE,278,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2009-07-14 02:04:54.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:05.000000 ,N/A
1,0x81ec58b0,FILE,278,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Vault
0,0x81ec5c50,FILE,279,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2023-04-25 00:37:11.000000 ,2023-04-25 00:37:11.000000 ,2023-04-25 00:37:11.000000 ,N/A
1,0x81ec5cb0,FILE,279,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Windows
0,0x81ec7050,FILE,284,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2023-04-24 14:39:17.000000 ,2023-04-24 14:41:46.000000 ,2023-04-24 14:39:17.000000 ,N/A
1,0x81ec70b0,FILE,284,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,DRM
0,0x81ec7450,FILE,285,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2009-07-14 04:52:30.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:30.000000 ,N/A
1,0x81ec74b0,FILE,285,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Cache
0,0x81ec7850,FILE,286,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2009-07-14 02:04:25.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:05.000000 ,N/A
1,0x81ec78b0,FILE,286,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,GAMEEX~1
1,0x81ec7920,FILE,286,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,GameExplorer
0,0x81ec7c50,FILE,287,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2009-07-14 02:04:52.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 02:37:05.000000 ,N/A
1,0x81ec7cb0,FILE,287,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,POWERE~1
1,0x81ec7d20,FILE,287,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Power Efficiency Diagnostics
0,0x81ec8050,FILE,288,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 04:52:30.000000 ,2009-07-14 04:52:31.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:52:31.000000 ,N/A
1,0x81ec80b0,FILE,288,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,RINGTO~1
1,0x81ec8120,FILE,288,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Ringtones
0,0x81ec8450,FILE,289,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2009-07-14 04:46:35.000000 ,2023-04-25 01:34:30.000000 ,2009-07-14 04:46:35.000000 ,N/A
1,0x81ec84b0,FILE,289,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,STARTM~1
1,0x81ec8520,FILE,289,2,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Start Menu
0,0x81ec8850,FILE,290,1,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2023-04-24 14:51:22.000000 ,2023-04-24 14:51:22.000000 ,2023-04-24 14:51:22.000000 ,N/A
1,0x81ec88b0,FILE,290,1,DirInUse,0x0,FILE_NAME,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,2023-04-25 01:32:49.000000 ,Programs
0,0x81ec8c50,FILE,291,2,DirInUse,N/A,STANDARD_INFORMATION,2009-07-14 02:37:05.000000 ,2023-04-25 00:37:28.000000 ,2023-04-25 00:37:28.000000 ,2023-04-25 00:37:28.000000 ,N/A
